,Country,Year,Scenario,tech,Aluminium,Bentonite,Carbon Fiber,Cast Iron,Cement,Ceramics,Concrete,Copper,Epoxy,EVA ,Fibre Glass,Glass,Lubricant,Non-Ferrous Metal,Paint,Plastic,PVC,Resin,Sand,Silicon,Steel,Stainless Steel
3,UK,2050,Consumer Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Consumer Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Consumer Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Consumer Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Consumer Transformation,Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,UK,2050,Consumer Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Consumer Transformation,Wind (Offshore),56163296118.64134,0.0,0.0,301677377871.2328,0.0,165243452.0234847,122464679.85634008,420778271795.0673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78114261585.7179,0.0,0.0,0.0,0.0,7595949104720.049,0.0
10,UK,2050,Consumer Transformation,Biomass,776207464.5330001,0.0,0.0,0.0,0.0,0.0,1290098561.1913745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4767183664.740032,0.0
11,UK,2050,Consumer Transformation,Nuclear,516411292.5495383,0.0,0.0,0.0,0.0,0.0,23917406457.30751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31558592264.019512,0.0
12,UK,2050,Consumer Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Consumer Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,System Transformation,Wind (Onshore),8213394936.771693,0.0,12841484509.625143,96555328296.08862,0.0,0.0,87808172658.82745,16330741828.435173,33899739580.77584,0.0,45197382044.50621,0.0,154900564674.15662,0.0,503799998.1608324,3602918001.348361,0.0,7206661245.631314,0.0,0.0,635801996167.7615,0.0
1,UK,2050,System Transformation,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,System Transformation,Solar PV,1051075397761.1068,0.0,0.0,0.0,0.0,0.0,0.0,6376283686.526671,0.0,0.0,0.0,867151037.838451,0.0,0.0,0.0,4775640956.442275,0.0,0.0,0.0,54011496856.276886,2705895031089.24,0.0
3,UK,2050,System Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,System Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,System Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,System Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,System Transformation,Gas,2265230.8528371793,0.0,0.0,700895016.6651089,0.0,0.0,1941081.6852906938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876858751.1965905,0.0
8,UK,2050,System Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,System Transformation,Wind (Offshore),64192237772.56156,0.0,0.0,344794122796.57715,0.0,188864312.13218564,139970596.6257391,480931511133.8575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89281095797.47002,0.0,0.0,0.0,0.0,8680250907378.434,0.0
10,UK,2050,System Transformation,Biomass,656076670.0395873,0.0,0.0,0.0,0.0,0.0,1090424380.5720708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4028616441.8487644,0.0
11,UK,2050,System Transformation,Nuclear,512296366.3592737,0.0,0.0,0.0,0.0,0.0,23726596976.71028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31301074983.131817,0.0
12,UK,2050,System Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,System Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Leading the Way,Wind (Onshore),19701276935.302483,0.0,30347656559.42975,232834135376.96823,0.0,0.0,211879346607.56757,39374250637.45407,81594895739.36478,0.0,109045228106.35344,0.0,370293818359.057,0.0,1194679951.4554167,8663771602.827868,0.0,17100142393.311357,0.0,0.0,1534396768508.2493,0.0
1,UK,2050,Leading the Way,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Leading the Way,Solar PV,1745222201934.7944,0.0,0.0,0.0,0.0,0.0,0.0,10587282205.695976,0.0,0.0,0.0,1439816614.0534966,0.0,0.0,0.0,7929542088.134774,0.0,0.0,0.0,89680861157.64076,4492449812962.984,0.0
3,UK,2050,Leading the Way,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Leading the Way,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Leading the Way,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Leading the Way,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Leading the Way,Gas,425969.5552102649,0.0,0.0,132201319.89297767,0.0,0.0,345653.0069204576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165372065.27626124,0.0
8,UK,2050,Leading the Way,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Leading the Way,Wind (Offshore),73608602211.84325,0.0,0.0,395364904575.832,0.0,216567533.5981278,160502003.42035004,551479392564.8829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102377639647.96594,0.0,0.0,0.0,0.0,9952446774364.656,0.0
10,UK,2050,Leading the Way,Biomass,1049882755.6379867,0.0,0.0,0.0,0.0,0.0,1744935099.9216018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6446028590.270245,0.0
11,UK,2050,Leading the Way,Nuclear,224784084.2746005,0.0,0.0,0.0,0.0,0.0,10410635144.642427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13732610080.662266,0.0
12,UK,2050,Leading the Way,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Leading the Way,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Steady Progression,Wind (Onshore),12903528619.316149,0.0,19669060555.301846,153047697707.60153,0.0,0.0,139334877889.14978,25879102649.160034,53567172814.22783,0.0,71702986512.20943,0.0,241957264926.22067,0.0,776205101.1080315,5684090523.112083,0.0,11115243306.835453,0.0,0.0,1009138378020.0775,0.0
1,UK,2050,Steady Progression,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Steady Progression,Solar PV,815816841533.1068,0.0,0.0,0.0,0.0,0.0,0.0,4949102251.790667,0.0,0.0,0.0,673048092.0576043,0.0,0.0,0.0,3706719823.635875,0.0,0.0,0.0,41921754848.1991,2099881328089.761,0.0
3,UK,2050,Steady Progression,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Steady Progression,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Steady Progression,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Steady Progression,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Steady Progression,Gas,2304823615.691367,0.0,0.0,716766043733.2812,0.0,0.0,1796240032.5705247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896541148725.4064,0.0
8,UK,2050,Steady Progression,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Steady Progression,Wind (Offshore),63072418872.233925,0.0,0.0,338769101251.1553,0.0,185567755.47886407,137527564.7398174,472541770962.484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87723453963.57214,0.0,0.0,0.0,0.0,8527234165618.684,0.0
10,UK,2050,Steady Progression,Biomass,4759159179.737018,0.0,0.0,0.0,0.0,0.0,7909828133.749543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29217851750.48349,0.0
11,UK,2050,Steady Progression,Nuclear,445507790.41727215,0.0,0.0,0.0,0.0,0.0,20633138639.723434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27215051598.18202,0.0
12,UK,2050,Steady Progression,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Steady Progression,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,Kenya,0,Baseline,Wind (Onshore),0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,
1,Kenya,0,Baseline,Solar CSP,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,0.0
2,Kenya,0,Baseline,Solar PV,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,
3,Kenya,0,Baseline,Hydro,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,,0.0,
4,Kenya,0,Baseline,Geothermal,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
5,Kenya,0,Baseline,Gas CCS,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,
6,Kenya,0,Baseline,Oil,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
7,Kenya,0,Baseline,Gas,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
8,Kenya,0,Baseline,Coal,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
9,Kenya,0,Baseline,Wind (Offshore),0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,
10,Kenya,0,Baseline,Biomass,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
11,Kenya,0,Baseline,Nuclear,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
12,Kenya,0,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Kenya,0,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
