,Country,Year,Scenario,tech,Aluminium,Bentonite,Carbon Fiber,Cast Iron,Cement,Ceramics,Concrete,Copper,Epoxy,EVA ,Fibre Glass,Glass,Lubricant,Non-Ferrous Metal,Paint,Plastic,PVC,Resin,Sand,Silicon,Steel,Stainless Steel
0,Uganda,2040,Scenario 1,Wind (Onshore),11976759.339550102,0.0,0.0,131804817.94906425,0.0,0.0,119141780.14538954,22340130.218952846,49448738.645019576,0.0,64146187.55509581,0.0,298023703.6661385,0.0,1003538.3588954587,5311820.388840621,0.0,12061433.252751874,0.0,0.0,857025306.0044918,0.0
1,Uganda,2040,Scenario 1,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Uganda,2040,Scenario 1,Solar PV,35634545202.13045,0.0,0.0,0.0,0.0,0.0,0.0,216174757.52275607,0.0,0.0,0.0,29451508.57217191,0.0,0.0,0.0,168569613.80080992,0.0,0.0,0.0,2435567019.3859296,91691598418.90504,0.0
3,Uganda,2040,Scenario 1,Hydro,0.0,0.0,0.0,5615135456.021489,5830767880.575914,0.0,6636095928.000001,2898839873.1191077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40910107105.46551,0.0,474445869.21963125,0.0,15796240004.831951,0.0
4,Uganda,2040,Scenario 1,Geothermal,22907733202.593906,42231642.944166325,0.0,90095065.72645317,1696842053.9172676,0.0,345227808.61800003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12644178539.070618,0.0
5,Uganda,2040,Scenario 1,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Uganda,2040,Scenario 1,Oil,6449641.274445847,0.0,0.0,1665325.7274024703,0.0,0.0,17474236.57520561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150152611.004699,0.0
7,Uganda,2040,Scenario 1,Gas,179093401.50267246,0.0,0.0,53055473426.3719,0.0,0.0,238302248.17184538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66351793688.11733,0.0
8,Uganda,2040,Scenario 1,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Uganda,2040,Scenario 1,Wind (Offshore),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Uganda,2040,Scenario 1,Biomass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Uganda,2040,Scenario 1,Nuclear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Uganda,2040,Scenario 1,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Uganda,2040,Scenario 1,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2020,Baseline,Wind (Onshore),4200235436.5498266,0.0,0.0,48175204537.47522,0.0,0.0,43737945623.96831,8154496214.806682,17473535493.75883,0.0,23062311356.335503,0.0,94277452059.10837,0.0,310628011.19574106,1864639422.723658,0.0,3929163420.494867,0.0,0.0,315704317396.7586,0.0
1,UK,2020,Baseline,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2020,Baseline,Solar PV,213495384805.5208,0.0,0.0,0.0,0.0,0.0,0.0,1295156505.5978796,0.0,0.0,0.0,176310185.69446734,0.0,0.0,0.0,992763899.0840232,0.0,0.0,0.0,13138782217.19512,549337464321.58606,0.0
3,UK,2020,Baseline,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2020,Baseline,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2020,Baseline,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2020,Baseline,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2020,Baseline,Gas,2525715823.9171042,0.0,0.0,769879169409.5862,0.0,0.0,2649900364.41692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962711809739.2314,0.0
8,UK,2020,Baseline,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2020,Baseline,Wind (Offshore),5045182214.918786,0.0,0.0,27098978950.481678,0.0,18025136.598475203,11016614.876085734,37798761824.80887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7196537426.933654,0.0,0.0,0.0,0.0,681851758662.3029,0.0
10,UK,2020,Baseline,Biomass,8705430128.341425,0.0,0.0,0.0,0.0,0.0,14489996546.457779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53425823863.99321,0.0
11,UK,2020,Baseline,Nuclear,256012030.84054402,0.0,0.0,0.0,0.0,0.0,11874611102.72124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15633514927.555374,0.0
12,UK,2020,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2020,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Consumer Transformation,Wind (Onshore),16948950053.168306,0.0,0.0,197545354518.91202,0.0,0.0,179636573064.09766,33421586453.874588,70727610747.5716,0.0,93985492673.18898,0.0,362076748905.95807,0.0,1178084756.9724572,7527232597.055768,0.0,15328188713.574812,0.0,0.0,1298240223750.6794,0.0
1,UK,2050,Consumer Transformation,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Consumer Transformation,Solar PV,1399046410853.1978,0.0,0.0,0.0,0.0,0.0,0.0,8487228247.582364,0.0,0.0,0.0,1155005898.7358518,0.0,0.0,0.0,6460808664.879459,0.0,0.0,0.0,82049951009.62218,3599812333112.3086,0.0
3,UK,2050,Consumer Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Consumer Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Consumer Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Consumer Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Consumer Transformation,Gas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,UK,2050,Consumer Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Consumer Transformation,Wind (Offshore),56162352513.25318,0.0,0.0,301653905063.08374,0.0,189958608.31580675,122578397.09812221,420771202255.49384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79472212641.67143,0.0,0.0,0.0,0.0,7590229876086.866,0.0
10,UK,2050,Consumer Transformation,Biomass,776194141.1749141,0.0,0.0,0.0,0.0,0.0,1291322419.881099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4763516717.451224,0.0
11,UK,2050,Consumer Transformation,Nuclear,516402357.03901595,0.0,0.0,0.0,0.0,0.0,23940278674.48862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31534121693.749306,0.0
12,UK,2050,Consumer Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Consumer Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,System Transformation,Wind (Onshore),8213297573.423206,0.0,0.0,96549721829.91293,0.0,0.0,87869427057.8321,16330537432.738213,34331297537.862022,0.0,45786591510.24763,0.0,170414781787.03256,0.0,549957277.7191191,3648408185.097916,0.0,7284932749.477649,0.0,0.0,635441390779.7198,0.0
1,UK,2050,System Transformation,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,System Transformation,Solar PV,1051062649306.6241,0.0,0.0,0.0,0.0,0.0,0.0,6376206348.81853,0.0,0.0,0.0,867575944.4069932,0.0,0.0,0.0,4835718129.491563,0.0,0.0,0.0,59952252635.06134,2704423770492.3467,0.0
3,UK,2050,System Transformation,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,System Transformation,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,System Transformation,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,System Transformation,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,System Transformation,Gas,2265202.2504103524,0.0,0.0,700852743.1615446,0.0,0.0,1941719.1798044087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876346962.7520262,0.0
8,UK,2050,System Transformation,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,System Transformation,Wind (Offshore),64191422177.25127,0.0,0.0,344773833875.8076,0.0,210576402.2375333,140068899.13245657,480925400652.2998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90457285451.61472,0.0,0.0,0.0,0.0,8675307088902.305,0.0
10,UK,2050,System Transformation,Biomass,656068198.5483934,0.0,0.0,0.0,0.0,0.0,1091202656.2718678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4026284631.9618673,0.0
11,UK,2050,System Transformation,Nuclear,512289711.3657395,0.0,0.0,0.0,0.0,0.0,23743633985.918846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31282847980.10921,0.0
12,UK,2050,System Transformation,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,System Transformation,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Leading the Way,Wind (Onshore),19701086666.193096,0.0,0.0,232823237013.56543,0.0,0.0,211998349642.48077,39373853254.01465,82436367222.85822,0.0,110191443785.35191,0.0,400968307683.83514,0.0,1286567291.4245512,8752553320.776377,0.0,17254907901.420277,0.0,0.0,1533696382748.5474,0.0
1,UK,2050,Leading the Way,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Leading the Way,Solar PV,1745205030191.6035,0.0,0.0,0.0,0.0,0.0,0.0,10587178034.381329,0.0,0.0,0.0,1440388981.9825907,0.0,0.0,0.0,8010559322.603946,0.0,0.0,0.0,97759166984.16762,4490467970002.086,0.0
3,UK,2050,Leading the Way,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Leading the Way,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Leading the Way,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Leading the Way,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Leading the Way,Gas,425965.22551434924,0.0,0.0,132194940.13878842,0.0,0.0,345754.91493908025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165294823.22754046,0.0
8,UK,2050,Leading the Way,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Leading the Way,Wind (Offshore),73607850275.65198,0.0,0.0,395346199001.5891,0.0,236791420.54452345,160592640.03648645,551473759020.6836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103463412682.9009,0.0,0.0,0.0,0.0,9947888572371.1,0.0
10,UK,2050,Leading the Way,Biomass,1049871890.8107188,0.0,0.0,0.0,0.0,0.0,1745933329.0174556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6443037829.910855,0.0
11,UK,2050,Leading the Way,Nuclear,224781746.79947346,0.0,0.0,0.0,0.0,0.0,10416619630.966686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13726207715.826197,0.0
12,UK,2050,Leading the Way,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Leading the Way,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,UK,2050,Steady Progression,Wind (Onshore),12903423482.105692,0.0,0.0,153041697281.50018,0.0,0.0,139400373064.96588,25878883835.161106,54031433588.30559,0.0,72334389960.14435,0.0,259047197846.92673,0.0,827652396.4596728,5733104871.717113,0.0,11201469091.66415,0.0,0.0,1008752978939.2773,0.0
1,UK,2050,Steady Progression,Solar CSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,UK,2050,Steady Progression,Solar PV,815810089170.655,0.0,0.0,0.0,0.0,0.0,0.0,4949061289.002803,0.0,0.0,0.0,673273170.4033357,0.0,0.0,0.0,3738603513.005271,0.0,0.0,0.0,45119480658.39834,2099101989552.593,0.0
3,UK,2050,Steady Progression,Hydro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,UK,2050,Steady Progression,Geothermal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,UK,2050,Steady Progression,Gas CCS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,UK,2050,Steady Progression,Oil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,UK,2050,Steady Progression,Gas,2304804011.7407355,0.0,0.0,716737216280.6229,0.0,0.0,1796720469.0381653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896192109274.4994,0.0
8,UK,2050,Steady Progression,Coal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,UK,2050,Steady Progression,Wind (Offshore),63071880151.70656,0.0,0.0,338755699624.94135,0.0,200159924.03066003,137592504.14219972,472537734840.8858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88502021283.26648,0.0,0.0,0.0,0.0,8523968341704.874,0.0
10,UK,2050,Steady Progression,Biomass,4759118087.828438,0.0,0.0,0.0,0.0,0.0,7913603736.65046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29206539938.81415,0.0
11,UK,2050,Steady Progression,Nuclear,445503928.2390181,0.0,0.0,0.0,0.0,0.0,20643027243.95819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27204472638.800697,0.0
12,UK,2050,Steady Progression,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,UK,2050,Steady Progression,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
0,Kenya,0,Baseline,Wind (Onshore),0.0,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,
1,Kenya,0,Baseline,Solar CSP,,,,,,0.0,0.0,,,,,0.0,,0.0,,0.0,,,,,0.0,0.0
2,Kenya,0,Baseline,Solar PV,0.0,,,,,,,0.0,,,,0.0,,,,0.0,,,,0.0,0.0,
3,Kenya,0,Baseline,Hydro,,,,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,0.0,,0.0,
4,Kenya,0,Baseline,Geothermal,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,0.0,
5,Kenya,0,Baseline,Gas CCS,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,,,,,,0.0,,0.0,
6,Kenya,0,Baseline,Oil,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
7,Kenya,0,Baseline,Gas,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,0.0,
8,Kenya,0,Baseline,Coal,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
9,Kenya,0,Baseline,Wind (Offshore),0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,0.0,,,,,0.0,
10,Kenya,0,Baseline,Biomass,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
11,Kenya,0,Baseline,Nuclear,0.0,,,,,,0.0,,,,,,,,,,,,,,0.0,
12,Kenya,0,Baseline,BECCS,,,,,,,0.0,,,,,,,,,,,,,,0.0,
13,Kenya,0,Baseline,Hydrogen,,,,,,,,,,,,,,,,,,,,,,
